  ENTRY        TAWCPI           TAWEX          USCPI
 1978:05  54.320000000000 38.950000000000 51.361743000000
 1978:06  54.260000000000 38.650000000000 51.893163000000
 1978:07  54.120000000000 36.850000000000 52.265157000000
 1978:08  55.110000000000 36.650000000000 52.557438000000
 1978:09  55.970000000000 36.750000000000 52.956003000000
 1978:10  56.430000000000 36.300000000000 53.381139000000
 1978:11  56.240000000000 37.800000000000 53.673420000000
 1978:12  56.000000000000 40.500000000000 53.912559000000
 1979:01  56.180000000000 42.000000000000 54.390837000000
 1979:02  56.450000000000 42.050000000000 55.028541000000
 1979:03  57.210000000000 43.150000000000 55.559961000000
 1979:04  58.340000000000 43.350000000000 56.197665000000
 1979:05  58.840000000000 42.250000000000 56.888511000000
 1979:06  59.450000000000 41.050000000000 57.552786000000
 1979:07  60.000000000000 37.850000000000 58.163919000000
 1979:08  61.560000000000 38.000000000000 58.748481000000
 1979:09  63.540000000000 35.950000000000 59.359614000000
 1979:10  63.370000000000 37.200000000000 59.891034000000
 1979:11  62.480000000000 38.000000000000 60.449025000000
 1979:12  63.000000000000 37.000000000000 61.086729000000
 1980:01  65.550000000000 39.200000000000 61.963572000000
 1980:02  66.870000000000 37.250000000000 62.813844000000
 1980:03  67.230000000000 37.750000000000 63.717258000000
 1980:04  67.580000000000 39.750000000000 64.434675000000
 1980:05  68.870000000000 40.150000000000 65.072379000000
 1980:06  70.700000000000 38.200000000000 65.789796000000
 1980:07  71.170000000000 37.200000000000 65.842938000000
 1980:08  72.820000000000 37.350000000000 66.268074000000
 1980:09  75.620000000000 36.000000000000 66.879207000000
 1980:10  76.960000000000 37.200000000000 67.463769000000
 1980:11  77.080000000000 37.900000000000 68.074902000000
 1980:12  76.980000000000 36.400000000000 68.659464000000
 1981:01  80.460000000000 38.600000000000 69.217455000000
 1981:02  81.840000000000 40.600000000000 69.934872000000
 1981:03  82.190000000000 39.500000000000 70.439721000000
 1981:04  82.520000000000 39.100000000000 70.891428000000
 1981:05  82.220000000000 39.800000000000 71.475990000000
 1981:06  82.980000000000 39.100000000000 72.087123000000
 1981:07  83.290000000000 39.250000000000 72.910824000000
 1981:08  84.110000000000 39.150000000000 73.468815000000
 1981:09  85.150000000000 38.500000000000 74.212803000000
 1981:10  84.640000000000 39.850000000000 74.372229000000
 1981:11  84.080000000000 40.450000000000 74.584797000000
 1981:12  83.970000000000 40.000000000000 74.797365000000
 1982:01  84.530000000000 39.850000000000 75.063075000000
 1982:02  84.250000000000 40.300000000000 75.302214000000
 1982:03  84.480000000000 40.700000000000 75.222501000000
 1982:04  84.680000000000 42.350000000000 75.541353000000
 1982:05  85.210000000000 41.400000000000 76.285341000000
 1982:06  85.390000000000 42.750000000000 77.215326000000
 1982:07  85.340000000000 41.650000000000 77.640462000000
 1982:08  87.910000000000 42.000000000000 77.799888000000
 1982:09  87.080000000000 40.500000000000 77.932743000000
 1982:10  86.390000000000 41.250000000000 78.145311000000
 1982:11  85.700000000000 42.000000000000 78.012456000000
 1982:12  86.030000000000 41.300000000000 77.693604000000
 1983:01  86.050000000000 41.000000000000 77.879601000000
 1983:02  86.900000000000 41.000000000000 77.906172000000
 1983:03  87.270000000000 41.250000000000 77.959314000000
 1983:04  87.660000000000 41.250000000000 78.517305000000
 1983:05  87.040000000000 42.000000000000 78.942441000000
 1983:06  87.700000000000 41.500000000000 79.208151000000
 1983:07  86.710000000000 41.750000000000 79.527003000000
 1983:08  86.670000000000 42.200000000000 79.792713000000
 1983:09  86.940000000000 44.000000000000 80.191278000000
 1983:10  86.910000000000 41.500000000000 80.403846000000
 1983:11  86.160000000000 42.850000000000 80.536701000000
 1983:12  84.980000000000 42.500000000000 80.642985000000
 1984:01  85.070000000000 42.500000000000 81.094692000000
 1984:02  85.900000000000 41.950000000000 81.466686000000
 1984:03  86.140000000000 41.750000000000 81.652683000000
 1984:04  86.320000000000 41.800000000000 82.051248000000
 1984:05  87.360000000000 42.150000000000 82.290387000000
 1984:06  87.280000000000 42.000000000000 82.556097000000
 1984:07  87.060000000000 42.150000000000 82.821807000000
 1984:08  87.370000000000 41.550000000000 83.167230000000
 1984:09  87.670000000000 41.050000000000 83.565795000000
 1984:10  87.310000000000 41.950000000000 83.778363000000
 1984:11  86.810000000000 42.000000000000 83.778363000000
 1984:12  86.390000000000 41.000000000000 83.831505000000
 1985:01  86.440000000000 40.250000000000 83.990931000000
 1985:02  87.130000000000 43.600000000000 84.336354000000
 1985:03  87.160000000000 38.950000000000 84.708348000000
 1985:04  86.740000000000 40.150000000000 85.053771000000
 1985:05  86.450000000000 40.950000000000 85.372623000000
 1985:06  86.340000000000 40.350000000000 85.638333000000
 1985:07  86.420000000000 37.000000000000 85.771188000000
 1985:08  86.050000000000 38.850000000000 85.957185000000
 1985:09  87.470000000000 35.900000000000 86.222895000000
 1985:10  87.400000000000 38.600000000000 86.488605000000
 1985:11  86.150000000000 37.900000000000 86.780886000000
 1985:12  85.250000000000 39.500000000000 86.993454000000
 1986:01  86.070000000000 38.650000000000 87.259164000000
 1986:02  86.320000000000 39.700000000000 87.020025000000
