 ENTRY         PAKCPI           PAKEX           USCPI
 1967:04  14.874230000000  8.400000000000 25.270500000000
 1967:05  14.903070000000  8.400000000000 25.347000000000
 1967:06  15.040060000000  8.550000000000 25.423500000000
 1967:07  15.076110000000  8.250000000000 25.551000000000
 1967:08  15.227520000000  8.250000000000 25.627500000000
 1967:09  14.794920000000  8.400000000000 25.678500000000
 1967:10  14.751660000000  8.650000000000 25.755000000000
 1967:11  14.787710000000  8.550000000000 25.831500000000
 1967:12  14.816550000000  8.600000000000 25.908000000000
 1968:01  14.794920000000  8.500000000000 26.010000000000
 1968:02  14.766080000000  8.500000000000 26.086500000000
 1968:03  14.701190000000  8.600000000000 26.214000000000
 1968:04  14.722820000000  8.650000000000 26.290500000000
 1968:05  14.845390000000  8.750000000000 26.367000000000
 1968:06  15.076110000000  8.800000000000 26.520000000000
 1968:07  15.076110000000  8.600000000000 26.647500000000
 1968:08  14.867020000000  8.650000000000 26.724000000000
 1968:09  14.859810000000  8.550000000000 26.800500000000
 1968:10  14.924700000000  8.850000000000 26.953500000000
 1968:11  15.090530000000  9.000000000000 27.055500000000
 1968:12  15.112160000000  8.900000000000 27.132000000000
 1969:01  15.169840000000  8.880000000000 27.208500000000
 1969:02  15.191470000000  8.750000000000 27.310500000000
 1969:03  15.234730000000 10.000000000000 27.540000000000
 1969:04  15.162630000000  9.500000000000 27.718500000000
 1969:05  15.126580000000  9.100000000000 27.795000000000
 1969:06  15.162630000000  8.950000000000 27.973500000000
 1969:07  15.378930000000  8.900000000000 28.101000000000
 1969:08  15.436610000000  9.350000000000 28.228500000000
 1969:09  15.624070000000  9.600000000000 28.356000000000
 1969:10  15.494290000000 10.100000000000 28.458000000000
 1969:11  15.717800000000  9.950000000000 28.611000000000
 1969:12  15.840370000000 10.250000000000 28.789500000000
 1970:01  15.782690000000 10.250000000000 28.891500000000
 1970:02  15.854790000000 10.200000000000 29.044500000000
 1970:03  15.840370000000 11.150000000000 29.197500000000
 1970:04  15.890840000000 10.750000000000 29.376000000000
 1970:05  16.006200000000 10.900000000000 29.503500000000
 1970:06  16.229710000000 11.250000000000 29.656500000000
 1970:07  16.330650000000 10.850000000000 29.758500000000
 1970:08  16.438800000000 11.000000000000 29.809500000000
 1970:09  16.294600000000 10.750000000000 29.962500000000
 1970:10  16.345070000000 10.550000000000 30.115500000000
 1970:11  16.734410000000 10.600000000000 30.217500000000
 1970:12  16.669520000000 10.500000000000 30.370500000000
 1971:01  16.763250000000 11.000000000000 30.396000000000
 1971:02  16.770460000000 10.700000000000 30.447000000000
 1971:03  16.856980000000 11.300000000000 30.549000000000
 1971:04  16.792090000000 11.000000000000 30.651000000000
 1971:05  16.719990000000 13.000000000000 30.804000000000
 1971:06  16.799300000000 12.700000000000 30.982500000000
 1971:07  17.022810000000 12.400000000000 31.059000000000
 1971:08  17.058860000000 12.000000000000 31.135500000000
 1971:09  17.109330000000 11.500000000000 31.161000000000
 1971:10  17.217480000000 11.650000000000 31.212000000000
 1971:11  17.253530000000 12.250000000000 31.263000000000
 1971:12  17.260740000000 14.850000000000 31.390500000000
 1972:01  17.275160000000 14.500000000000 31.416000000000
 1972:02  17.448200000000 12.500000000000 31.569000000000
 1972:03  17.592400000000 11.850000000000 31.620000000000
 1972:04  17.729390000000 11.150000000000 31.696500000000
 1972:05  17.491460000000 12.350000000000 31.798500000000
 1972:06  17.549140000000 12.750000000000 31.875000000000
 1972:07  17.981740000000 11.450000000000 32.002500000000
 1972:08  18.010580000000 11.250000000000 32.053500000000
 1972:09  18.053840000000 11.250000000000 32.181000000000
 1972:10  18.154780000000 13.000000000000 32.283000000000
 1972:11  18.255720000000 14.100000000000 32.359500000000
 1972:12  18.609010000000 14.300000000000 32.461500000000
 1973:01  19.048820000000 14.150000000000 32.563500000000
 1973:02  19.315590000000 13.950000000000 32.793000000000
 1973:03  19.467000000000 13.900000000000 33.099000000000
 1973:04  19.942860000000 13.900000000000 33.328500000000
 1973:05  20.051010000000 11.400000000000 33.532500000000
 1973:06  20.461980000000 12.550000000000 33.762000000000
 1973:07  21.860720000000 12.450000000000 33.838500000000
 1973:08  23.728110000000 12.850000000000 34.450500000000
 1973:09  24.088610000000 11.350000000000 34.552500000000
 1973:10  24.924970000000 11.200000000000 34.833000000000
 1973:11  25.040330000000 11.300000000000 35.088000000000
 1973:12  25.645970000000 11.250000000000 35.317500000000
 1974:01  24.759140000000 11.600000000000 35.623500000000
 1974:02  25.242210000000 11.500000000000 36.082500000000
 1974:03  25.883900000000 11.450000000000 36.490500000000
 1974:04  26.186720000000 11.500000000000 36.694500000000
 1974:05  26.107410000000 11.450000000000 37.102500000000
 1974:06  27.304270000000 11.400000000000 37.459500000000
 1974:07  28.010850000000 11.400000000000 37.740000000000
 1974:08  29.178870000000 11.500000000000 38.224500000000
 1974:09  29.798930000000 11.450000000000 38.683500000000
 1974:10  30.238740000000 11.400000000000 39.015000000000
 1974:11  30.202690000000 11.650000000000 39.346500000000
 1974:12  30.923690000000 12.100000000000 39.627000000000
 1975:01  31.334660000000 11.650000000000 39.805500000000
 1975:02  31.817730000000 11.450000000000 40.086000000000
 1975:03  32.322430000000 10.600000000000 40.239000000000
 1975:04  33.858160000000 10.800000000000 40.443000000000
 1975:05  33.360670000000 10.750000000000 40.621500000000
 1975:06  33.461610000000 11.100000000000 40.953000000000
 1975:07  34.052830000000 11.250000000000 41.386500000000
 1975:08  34.197030000000 11.550000000000 41.514000000000
 1975:09  34.521480000000 11.600000000000 41.718000000000
 1975:10  35.033390000000 11.550000000000 41.973000000000
 1975:11  34.802670000000 11.500000000000 42.228000000000
 1975:12  34.867560000000 11.550000000000 42.406500000000
 1976:01  34.687310000000 11.450000000000 42.508500000000
 1976:02  34.817090000000 11.450000000000 42.610500000000
 1976:03  34.997340000000 11.300000000000 42.712500000000
 1976:04  35.379470000000 11.300000000000 42.891000000000
 1976:05  35.379470000000 12.200000000000 43.146000000000
 1976:06  35.429940000000 12.350000000000 43.375500000000
 1976:07  35.617400000000 12.250000000000 43.630500000000
 1976:08  36.078840000000 12.250000000000 43.834500000000
 1976:09  36.987300000000 12.150000000000 44.013000000000
 1976:10  37.181970000000 12.100000000000 44.191500000000
 1976:11  37.852500000000 11.200000000000 44.319000000000
 1976:12  38.119270000000 11.200000000000 44.446500000000
 1977:01  38.241840000000 11.600000000000 44.701500000000
 1977:02  38.645600000000 11.050000000000 45.160500000000
 1977:03  39.287290000000 11.000000000000 45.441000000000
 1977:04  39.568480000000 11.300000000000 45.798000000000
 1977:05  38.660020000000 13.300000000000 46.053000000000
 1977:06  38.595130000000 15.600000000000 46.359000000000
 1977:07  39.921770000000 13.200000000000 46.563000000000
 1977:08  40.541830000000 13.250000000000 46.741500000000
 1977:09  40.678820000000 13.350000000000 46.920000000000
 1977:10  40.678820000000 13.400000000000 47.047500000000
 1977:11  40.830230000000 13.300000000000 47.277000000000
 1977:12  40.707660000000 13.200000000000 47.455500000000
 1978:01  40.599510000000 13.150000000000 47.736000000000
 1978:02  40.844650000000 13.100000000000 48.042000000000
 1978:03  41.003270000000 13.100000000000 48.399000000000
 1978:04  41.320510000000 13.150000000000 48.832500000000
 1978:05  40.916750000000 13.300000000000 49.291500000000
 1978:06  41.392610000000 13.250000000000 49.801500000000
 1978:07  43.079750000000 13.250000000000 50.158500000000
 1978:08  43.296050000000 13.400000000000 50.439000000000
 1978:09  43.303260000000 13.550000000000 50.821500000000
 1978:10  43.570030000000 13.500000000000 51.229500000000
 1978:11  43.303260000000 13.650000000000 51.510000000000
 1978:12  42.964390000000 13.650000000000 51.739500000000
 1979:01  43.115800000000 13.500000000000 52.198500000000
 1979:02  43.324890000000 13.600000000000 52.810500000000
 1979:03  43.757490000000 14.100000000000 53.320500000000
 1979:04  43.584450000000 12.850000000000 53.932500000000
 1979:05  44.161250000000 12.550000000000 54.595500000000
 1979:06  44.406390000000 12.650000000000 55.233000000000
 1979:07  47.521110000000 12.850000000000 55.819500000000
 1979:08  47.946500000000 12.650000000000 56.380500000000
 1979:09  47.874400000000 12.450000000000 56.967000000000
 1979:10  47.932080000000 12.500000000000 57.477000000000
 1979:11  46.922680000000 12.450000000000 58.012500000000
 1979:12  46.843370000000 12.250000000000 58.624500000000
 1980:01  47.441800000000 11.950000000000 59.466000000000
 1980:02  47.968130000000 12.750000000000 60.282000000000
 1980:03  48.602610000000 12.600000000000 61.149000000000
 1980:04  49.374080000000 12.400000000000 61.837500000000
 1980:05  49.338030000000 12.250000000000 62.449500000000
 1980:06  50.001350000000 12.300000000000 63.138000000000
 1980:07  52.258080000000 12.300000000000 63.189000000000
 1980:08  52.741150000000 12.350000000000 63.597000000000
 1980:09  53.339580000000 12.500000000000 64.183500000000
 1980:10  53.563090000000 12.550000000000 64.744500000000
 1980:11  54.183150000000 12.550000000000 65.331000000000
 1980:12  53.930800000000 12.600000000000 65.892000000000
 1981:01  53.909170000000 12.850000000000 66.427500000000
 1981:02  54.493180000000 13.150000000000 67.116000000000
 1981:03  54.363400000000 12.500000000000 67.600500000000
 1981:04  55.134870000000 13.250000000000 68.034000000000
 1981:05  55.206970000000 13.450000000000 68.595000000000
 1981:06  56.072170000000 13.700000000000 69.181500000000
 1981:07  58.271220000000 14.150000000000 69.972000000000
 1981:08  59.302250000000 14.600000000000 70.507500000000
 1981:09  59.381560000000 15.100000000000 71.221500000000
 1981:10  59.691590000000 14.700000000000 71.374500000000
 1981:11  60.160240000000 13.900000000000 71.578500000000
 1981:12  59.554600000000 13.950000000000 71.782500000000
 1982:01  59.532970000000 14.250000000000 72.037500000000
 1982:02  59.359930000000 14.500000000000 72.267000000000
 1982:03  59.518550000000 14.400000000000 72.190500000000
 1982:04  59.626700000000 14.350000000000 72.496500000000
 1982:05  59.648330000000 14.000000000000 73.210500000000
 1982:06  59.864630000000 14.550000000000 74.103000000000
 1982:07  60.448640000000 14.600000000000 74.511000000000
 1982:08  61.162430000000 15.000000000000 74.664000000000
 1982:09  61.378730000000 15.350000000000 74.791500000000
 1982:10  61.724810000000 16.950000000000 74.995500000000
 1982:11  61.919480000000 16.400000000000 74.868000000000
 1982:12  61.818540000000 16.000000000000 74.562000000000
 1983:01  61.926690000000 16.250000000000 74.740500000000
 1983:02  61.998790000000 14.850000000000 74.766000000000
 1983:03  62.200670000000 14.750000000000 74.817000000000
 1983:04  63.332640000000 15.050000000000 75.352500000000
 1983:05  63.029820000000 15.600000000000 75.760500000000
 1983:06  63.383110000000 15.400000000000 76.015500000000
 1983:07  64.414140000000 15.800000000000 76.321500000000
 1983:08  65.077460000000 16.400000000000 76.576500000000
 1983:09  65.322600000000 17.600000000000 76.959000000000
 1983:10  66.937640000000 17.150000000000 77.163000000000
 1983:11  67.305350000000 17.500000000000 77.290500000000
 1983:12  67.269300000000 17.500000000000 77.392500000000
 1984:01  66.843910000000 17.550000000000 77.826000000000
 1984:02  66.678080000000 17.200000000000 78.183000000000
 1984:03  66.843910000000 17.250000000000 78.361500000000
 1984:04  67.276510000000 17.300000000000 78.744000000000
 1984:05  67.067420000000 17.250000000000 78.973500000000
 1984:06  67.456760000000 17.250000000000 79.228500000000
 1984:07  68.531050000000 17.200000000000 79.483500000000
 1984:08  68.869920000000 17.250000000000 79.815000000000
 1984:09  69.727910000000 17.150000000000 80.197500000000
 1984:10  70.102830000000 17.150000000000 80.401500000000
 1984:11  70.239820000000 17.150000000000 80.401500000000
 1984:12  69.569290000000 17.050000000000 80.452500000000
 1985:01  70.117250000000 15.650000000000 80.605500000000
 1985:02  70.794990000000 17.250000000000 80.937000000000
 1985:03  71.177120000000 15.650000000000 81.294000000000
 1985:04  72.143260000000 15.900000000000 81.625500000000
 1985:05  71.025710000000 16.150000000000 81.931500000000
 1985:06  71.429470000000 15.390000000000 82.186500000000
 1985:07  72.496550000000 14.450000000000 82.314000000000
 1985:08  72.900310000000 16.100000000000 82.492500000000
 1985:09  73.094980000000 15.100000000000 82.747500000000
 1985:10  73.419430000000 15.500000000000 83.002500000000
 1985:11  73.570840000000 15.450000000000 83.283000000000
 1985:12  73.030090000000 16.600000000000 83.487000000000
 1986:01  73.347330000000 14.000000000000 83.742000000000
 1986:02  73.707830000000 15.580000000000 83.512500000000
 1986:03  73.563630000000 15.920000000000 83.130000000000
 1986:04  73.715040000000 15.800000000000 82.951500000000
 1986:05  73.815980000000 17.150000000000 83.206500000000
 1986:06  73.852030000000 16.350000000000 83.614500000000
 1986:07  74.688390000000 15.950000000000 83.640000000000
 1986:08  74.897480000000 16.350000000000 83.793000000000
 1986:09  75.185880000000 17.400000000000 84.201000000000
 1986:10  75.625690000000 17.850000000000 84.277500000000
 1986:11  76.678350000000 17.200000000000 84.354000000000
 1986:12  76.462050000000 17.350000000000 84.430500000000
 1987:01  76.065500000000 17.000000000000 84.940500000000
 1987:02  75.712210000000 18.000000000000 85.272000000000
 1987:03  75.488700000000 17.850000000000 85.654500000000
 1987:04  76.779290000000 17.900000000000 86.113500000000
 1987:05  76.635090000000 18.250000000000 86.368500000000
 1987:06  77.947310000000 18.800000000000 86.725500000000
 1987:07  78.841350000000 18.950000000000 86.904000000000
 1987:08  79.338840000000 18.750000000000 87.388500000000
 1987:09  79.771440000000 18.950000000000 87.822000000000
 1987:10  80.189620000000 18.000000000000 88.051500000000
 1987:11  80.643850000000 19.000000000000 88.179000000000
 1987:12  80.038210000000 20.700000000000 88.153500000000
 1988:01  79.930060000000 19.100000000000 88.408500000000
 1988:02  80.341030000000 19.250000000000 88.587000000000
 1988:03  81.227860000000 19.500000000000 88.995000000000
 1988:04  82.734750000000 19.500000000000 89.454000000000
 1988:05  82.821270000000 19.950000000000 89.760000000000
 1988:06  83.686470000000 20.150000000000 90.142500000000
 1988:07  86.786770000000 20.950000000000 90.499500000000
 1988:08  88.019680000000 21.000000000000 90.933000000000
 1988:09  87.875480000000 21.500000000000 91.519500000000
 1988:10  88.546010000000 20.950000000000 91.825500000000
 1988:11  89.670770000000 20.800000000000 91.927500000000
 1988:12  88.675790000000 20.500000000000 92.029500000000
 1989:01  88.870460000000 21.100000000000 92.488500000000
 1989:02  89.367950000000 20.200000000000 92.845500000000
 1989:03  89.620300000000 20.050000000000 93.381000000000
 1989:04  91.682360000000 20.500000000000 94.044000000000
 1989:05  90.694590000000 22.500000000000 94.554000000000
 1989:06  90.672960000000 21.900000000000 94.783500000000
