 ENTRY         MNRCPI            MNREX         USCPI
 1987:04  56.300000000000 40.000000000000 86.113500000000
 1987:05  56.300000000000 38.000000000000 86.368500000000
 1987:06  58.900000000000 40.000000000000 86.725500000000
 1987:07  59.400000000000 42.500000000000 86.904000000000
 1987:08  59.800000000000 40.000000000000 87.388500000000
 1987:09  58.400000000000 42.000000000000 87.822000000000
 1987:10  57.100000000000 41.000000000000 88.051500000000
 1987:11  56.800000000000 40.000000000000 88.179000000000
 1987:12  56.900000000000 41.000000000000 88.153500000000
 1988:01  56.900000000000 41.500000000000 88.408500000000
 1988:02  57.800000000000 42.000000000000 88.587000000000
 1988:03  57.400000000000 43.000000000000 88.995000000000
 1988:04  58.200000000000 45.000000000000 89.454000000000
 1988:05  61.000000000000 43.750000000000 89.760000000000
 1988:06  67.000000000000 44.000000000000 90.142500000000
 1988:07  66.900000000000 42.000000000000 90.499500000000
 1988:08  73.700000000000 45.000000000000 90.933000000000
 1988:09  76.500000000000 47.000000000000 91.519500000000
 1988:10  74.600000000000 48.500000000000 91.825500000000
 1988:11  75.200000000000 49.000000000000 91.927500000000
 1988:12  75.000000000000 50.000000000000 92.029500000000
 1989:01  75.100000000000 52.000000000000 92.488500000000
 1989:02  77.500000000000 49.000000000000 92.845500000000
 1989:03  77.300000000000 48.000000000000 93.381000000000
 1989:04  82.400000000000 44.000000000000 94.044000000000
 1989:05  85.500000000000 40.000000000000 94.554000000000
 1989:06  87.700000000000 36.500000000000 94.783500000000
