 ENTRY         LNKCPI            LNKEX           USCPI
 1974:07  18.286840000000 10.650000000000 37.740000000000
 1974:08  18.815040000000 10.650000000000 38.224500000000
 1974:09  18.959600000000 10.600000000000 38.683500000000
 1974:10  19.059680000000 10.600000000000 39.015000000000
 1974:11  19.148640000000 11.000000000000 39.346500000000
 1974:12  19.259840000000 12.100000000000 39.627000000000
 1975:01  19.348800000000 11.650000000000 39.805500000000
 1975:02  19.465560000000 11.450000000000 40.086000000000
 1975:03  19.554520000000 16.100000000000 40.239000000000
 1975:04  19.587880000000 16.350000000000 40.443000000000
 1975:05  19.615680000000 14.350000000000 40.621500000000
 1975:06  19.676840000000 14.550000000000 40.953000000000
 1975:07  19.704640000000 14.750000000000 41.386500000000
 1975:08  19.732440000000 14.800000000000 41.514000000000
 1975:09  19.765800000000 14.850000000000 41.718000000000
 1975:10  19.804720000000 14.750000000000 41.973000000000
 1975:11  19.732440000000 14.750000000000 42.228000000000
 1975:12  19.476680000000 14.800000000000 42.406500000000
 1976:01  15.100960000000 14.650000000000 42.508500000000
 1976:02  15.245520000000 14.650000000000 42.610500000000
 1976:03  15.467920000000 14.450000000000 42.712500000000
 1976:04  15.523520000000 14.450000000000 42.891000000000
 1976:05  15.923840000000 14.350000000000 43.146000000000
 1976:06  16.140680000000 14.500000000000 43.375500000000
 1976:07  16.574360000000 14.400000000000 43.630500000000
 1976:08  16.896840000000 14.400000000000 43.834500000000
 1976:09  17.452840000000 14.300000000000 44.013000000000
 1976:10  17.669680000000 14.250000000000 44.191500000000
 1976:11  17.786440000000 13.850000000000 44.319000000000
 1976:12  18.120040000000 13.800000000000 44.446500000000
 1977:01  19.165320000000 13.650000000000 44.701500000000
 1977:02  19.560080000000 13.650000000000 45.160500000000
 1977:03  20.282880000000 13.600000000000 45.441000000000
 1977:04  22.445720000000 13.650000000000 45.798000000000
 1977:05  19.148640000000 13.700000000000 46.053000000000
 1977:06  18.648240000000 13.750000000000 46.359000000000
 1977:07  18.392480000000 13.600000000000 46.563000000000
 1977:08  18.620440000000 13.650000000000 46.741500000000
 1977:09  19.415520000000 14.200000000000 46.920000000000
 1977:10  19.893680000000 14.200000000000 47.047500000000
 1977:11  21.528320000000 16.900000000000 47.277000000000
 1977:12  22.323400000000 17.750000000000 47.455500000000
 1978:01  22.534680000000 17.700000000000 47.736000000000
 1978:02  22.896080000000 20.350000000000 48.042000000000
 1978:03  23.085120000000 20.400000000000 48.399000000000
 1978:04  22.262240000000 20.500000000000 48.832500000000
 1978:05  22.223320000000 20.650000000000 49.291500000000
 1978:06  22.495760000000 20.600000000000 49.801500000000
 1978:07  22.662560000000 20.600000000000 50.158500000000
 1978:08  22.951680000000 20.850000000000 50.439000000000
 1978:09  23.235240000000 21.100000000000 50.821500000000
 1978:10  23.852400000000 20.950000000000 51.229500000000
 1978:11  24.669720000000 21.250000000000 51.510000000000
 1978:12  24.319440000000 21.250000000000 51.739500000000
 1979:01  24.419520000000 21.000000000000 52.198500000000
 1979:02  23.869080000000 21.200000000000 52.810500000000
 1979:03  23.846840000000 21.950000000000 53.320500000000
 1979:04  23.607760000000 22.850000000000 53.932500000000
 1979:05  23.435400000000 22.350000000000 54.595500000000
 1979:06  23.074000000000 22.550000000000 55.233000000000
 1979:07  25.047800000000 22.900000000000 55.819500000000
 1979:08  25.842880000000 22.550000000000 56.380500000000
 1979:09  27.071640000000 22.150000000000 56.967000000000
 1979:10  27.121680000000 22.200000000000 57.477000000000
 1979:11  27.955680000000 22.150000000000 58.012500000000
 1979:12  28.278160000000 21.750000000000 58.624500000000
 1980:01  29.873880000000 21.250000000000 59.466000000000
 1980:02  32.159040000000 22.100000000000 60.282000000000
 1980:03  32.214640000000 22.400000000000 61.149000000000
 1980:04  32.053400000000 22.000000000000 61.837500000000
 1980:05  31.919960000000 21.750000000000 62.449500000000
 1980:06  31.936640000000 21.850000000000 63.138000000000
 1980:07  33.454520000000 21.800000000000 63.189000000000
 1980:08  34.577640000000 21.900000000000 63.597000000000
 1980:09  35.723000000000 22.150000000000 64.183500000000
 1980:10  36.784960000000 22.300000000000 64.744500000000
 1980:11  38.069320000000 22.600000000000 65.331000000000
 1980:12  37.335400000000 19.600000000000 65.892000000000
 1981:01  37.846920000000 20.000000000000 66.427500000000
 1981:02  39.665040000000 20.450000000000 67.116000000000
 1981:03  39.131280000000 19.000000000000 67.600500000000
 1981:04  39.248040000000 22.600000000000 68.034000000000
 1981:05  39.631680000000 21.000000000000 68.595000000000
 1981:06  39.498240000000 21.350000000000 69.181500000000
 1981:07  38.942240000000 22.000000000000 69.972000000000
 1981:08  38.703160000000 22.750000000000 70.507500000000
 1981:09  39.031200000000 23.550000000000 71.221500000000
 1981:10  39.576080000000 22.850000000000 71.374500000000
 1981:11  41.060600000000 21.600000000000 71.578500000000
 1981:12  42.711920000000 21.750000000000 71.782500000000
 1982:01  42.817560000000 21.800000000000 72.037500000000
 1982:02  41.783400000000 22.200000000000 72.267000000000
 1982:03  41.093960000000 21.150000000000 72.190500000000
 1982:04  41.566560000000 21.100000000000 72.496500000000
 1982:05  40.326680000000 20.600000000000 73.210500000000
 1982:06  40.254400000000 21.450000000000 74.103000000000
 1982:07  41.638840000000 24.150000000000 74.511000000000
 1982:08  41.933520000000 24.800000000000 74.664000000000
 1982:09  42.711920000000 25.400000000000 74.791500000000
 1982:10  41.800080000000 28.000000000000 74.995500000000
 1982:11  42.333840000000 26.500000000000 74.868000000000
 1982:12  42.978800000000 23.550000000000 74.562000000000
 1983:01  44.157520000000 23.950000000000 74.740500000000
 1983:02  45.897800000000 25.500000000000 74.766000000000
 1983:03  49.261600000000 27.400000000000 74.817000000000
 1983:04  49.333880000000 28.000000000000 75.352500000000
 1983:05  50.646040000000 29.000000000000 75.760500000000
 1983:06  51.190920000000 28.600000000000 76.015500000000
 1983:07  50.573760000000 29.300000000000 76.321500000000
 1983:08  52.920080000000 30.500000000000 76.576500000000
 1983:09  53.904200000000 34.000000000000 76.959000000000
 1983:10  56.189360000000 34.600000000000 77.163000000000
 1983:11  60.731880000000 34.650000000000 77.290500000000
 1983:12  61.688200000000 34.600000000000 77.392500000000
 1984:01  66.998000000000 34.700000000000 77.826000000000
 1984:02  69.149720000000 34.500000000000 78.183000000000
 1984:03  66.631040000000 34.750000000000 78.361500000000
 1984:04  66.864560000000 34.750000000000 78.744000000000
 1984:05  65.552400000000 34.650000000000 78.973500000000
 1984:06  63.561920000000 34.700000000000 79.228500000000
 1984:07  63.078200000000 34.750000000000 79.483500000000
 1984:08  62.650080000000 34.800000000000 79.815000000000
 1984:09  65.980520000000 34.800000000000 80.197500000000
 1984:10  65.452320000000 34.650000000000 80.401500000000
 1984:11  65.835960000000 34.700000000000 80.401500000000
 1984:12  64.990840000000 34.750000000000 80.452500000000
 1985:01  63.667560000000 34.800000000000 80.605500000000
 1985:02  60.837520000000 32.400000000000 80.937000000000
 1985:03  58.224320000000 31.700000000000 81.294000000000
 1985:04  58.079760000000 32.000000000000 81.625500000000
 1985:05  56.689760000000 32.500000000000 81.931500000000
 1985:06  53.831920000000 32.250000000000 82.186500000000
 1985:07  53.759640000000 30.000000000000 82.314000000000
 1985:08  52.241760000000 31.050000000000 82.492500000000
 1985:09  52.019360000000 29.950000000000 82.747500000000
 1985:10  51.947080000000 27.500000000000 83.002500000000
 1985:11  52.742160000000 28.000000000000 83.283000000000
 1985:12  53.170280000000 33.000000000000 83.487000000000
 1986:01  53.431600000000 31.000000000000 83.742000000000
 1986:02  53.876400000000 29.750000000000 83.512500000000
 1986:03  52.797760000000 30.000000000000 83.130000000000
 1986:04  52.753280000000 29.000000000000 82.951500000000
 1986:05  51.691320000000 27.500000000000 83.206500000000
 1986:06  51.813640000000 25.700000000000 83.614500000000
 1986:07  51.885920000000 26.600000000000 83.640000000000
 1986:08  53.314840000000 26.200000000000 83.793000000000
 1986:09  52.447480000000 26.500000000000 84.201000000000
 1986:10  54.804920000000 27.150000000000 84.277500000000
 1986:11  58.758080000000 28.000000000000 84.354000000000
 1986:12  59.909000000000 29.250000000000 84.430500000000
 1987:01  60.053560000000 30.000000000000 84.940500000000
 1987:02  59.052760000000 30.750000000000 85.272000000000
 1987:03  59.125040000000 31.500000000000 85.654500000000
 1987:04  58.535680000000 31.000000000000 86.113500000000
 1987:05  58.135360000000 30.000000000000 86.368500000000
 1987:06  59.820040000000 33.000000000000 86.725500000000
 1987:07  61.438000000000 31.500000000000 86.904000000000
 1987:08  62.355400000000 31.000000000000 87.388500000000
 1987:09  61.187800000000 31.500000000000 87.822000000000
 1987:10  62.561120000000 31.250000000000 88.051500000000
 1987:11  64.195760000000 31.750000000000 88.179000000000
 1987:12  67.693000000000 31.500000000000 88.153500000000
 1988:01  72.702560000000 32.000000000000 88.408500000000
 1988:02  71.184680000000 32.500000000000 88.587000000000
 1988:03  70.656480000000 33.000000000000 88.995000000000
 1988:04  71.229160000000 32.750000000000 89.454000000000
 1988:05  72.424560000000 33.000000000000 89.760000000000
 1988:06  72.396760000000 33.250000000000 90.142500000000
 1988:07  70.906680000000 34.000000000000 90.499500000000
 1988:08  72.102080000000 34.250000000000 90.933000000000
 1988:09  73.764520000000 37.500000000000 91.519500000000
 1988:10  71.762920000000 38.100000000000 91.825500000000
 1988:11  71.451560000000 40.000000000000 91.927500000000
 1988:12  74.014720000000 45.000000000000 92.029500000000
 1989:01  73.030600000000 42.500000000000 92.488500000000
 1989:02  72.763720000000 41.600000000000 92.845500000000
 1989:03  72.763720000000 44.150000000000 93.381000000000
 1989:04  72.469040000000 45.000000000000 94.044000000000
 1989:05  75.888440000000 46.000000000000 94.554000000000
 1989:06  76.627920000000 44.800000000000 94.783500000000
