 ENTRY         MALCPI            MALEX           USCPI
 1971:06  41.004133632000 2.8700000000000 30.982500000000
 1971:07  41.042963304000 2.8100000000000 31.059000000000
 1971:08  41.470089696000 2.7600000000000 31.135500000000
 1971:09  41.780727072000 2.7700000000000 31.161000000000
 1971:10  43.100935920000 2.7700000000000 31.212000000000
 1971:11  43.372743624000 2.7800000000000 31.263000000000
 1971:12  43.722210672000 2.8600000000000 31.390500000000
 1972:01  42.700000000000 2.8300000000000 31.416000000000
 1972:02  42.800000000000 2.5600000000000 31.569000000000
 1972:03  42.800000000000 2.5300000000000 31.620000000000
 1972:04  42.900000000000 2.5250000000000 31.696500000000
 1972:05  42.800000000000 2.5200000000000 31.798500000000
 1972:06  42.800000000000 2.5000000000000 31.875000000000
 1972:07  43.100000000000 2.3300000000000 32.002500000000
 1972:08  43.200000000000 2.3900000000000 32.053500000000
 1972:09  43.300000000000 2.3500000000000 32.181000000000
 1972:10  43.400000000000 2.3100000000000 32.283000000000
 1972:11  43.600000000000 2.4500000000000 32.359500000000
 1972:12  44.100000000000 2.4500000000000 32.461500000000
 1973:01  44.500000000000 2.8300000000000 32.563500000000
 1973:02  44.600000000000 2.5600000000000 32.793000000000
 1973:03  44.700000000000 2.5300000000000 33.099000000000
 1973:04  45.300000000000 2.5250000000000 33.328500000000
 1973:05  46.500000000000 2.5200000000000 33.532500000000
 1973:06  47.100000000000 2.5000000000000 33.762000000000
 1973:07  47.900000000000 2.3300000000000 33.838500000000
 1973:08  48.500000000000 2.3900000000000 34.450500000000
 1973:09  49.500000000000 2.3500000000000 34.552500000000
 1973:10  50.100000000000 2.3100000000000 34.833000000000
 1973:11  51.400000000000 2.4500000000000 35.088000000000
 1973:12  52.100000000000 2.4500000000000 35.317500000000
 1974:01  52.700000000000 2.5200000000000 35.623500000000
 1974:02  54.400000000000 2.4500000000000 36.082500000000
 1974:03  55.400000000000 2.4200000000000 36.490500000000
 1974:04  54.900000000000 2.4000000000000 36.694500000000
 1974:05  55.400000000000 2.3750000000000 37.102500000000
 1974:06  55.700000000000 2.4400000000000 37.459500000000
 1974:07  56.000000000000 2.4250000000000 37.740000000000
 1974:08  56.500000000000 2.4400000000000 38.224500000000
 1974:09  56.800000000000 2.4200000000000 38.683500000000
 1974:10  57.200000000000 2.4000000000000 39.015000000000
 1974:11  57.800000000000 2.2700000000000 39.346500000000
 1974:12  58.300000000000 2.3800000000000 39.627000000000
 1975:01  58.900000000000 2.2800000000000 39.805500000000
 1975:02  59.000000000000 2.2500000000000 40.086000000000
 1975:03  58.300000000000 2.2800000000000 40.239000000000
 1975:04  58.100000000000 2.3100000000000 40.443000000000
 1975:05  58.100000000000 2.2500000000000 40.621500000000
 1975:06  58.100000000000 2.2900000000000 40.953000000000
 1975:07  58.100000000000 2.5100000000000 41.386500000000
 1975:08  58.400000000000 2.5200000000000 41.514000000000
 1975:09  58.700000000000 2.6000000000000 41.718000000000
 1975:10  58.500000000000 2.5700000000000 41.973000000000
 1975:11  58.200000000000 2.5900000000000 42.228000000000
 1975:12  59.000000000000 2.5900000000000 42.406500000000
 1976:01  59.700000000000 2.6100000000000 42.508500000000
 1976:02  59.300000000000 2.5800000000000 42.610500000000
 1976:03  59.400000000000 2.5500000000000 42.712500000000
 1976:04  59.200000000000 2.5700000000000 42.891000000000
 1976:05  59.500000000000 2.5700000000000 43.146000000000
 1976:06  60.000000000000 2.5700000000000 43.375500000000
 1976:07  60.000000000000 2.5100000000000 43.630500000000
 1976:08  60.100000000000 2.5100000000000 43.834500000000
 1976:09  60.500000000000 2.5300000000000 44.013000000000
 1976:10  60.300000000000 2.5300000000000 44.191500000000
 1976:11  60.600000000000 2.5100000000000 44.319000000000
 1976:12  61.200000000000 2.4900000000000 44.446500000000
 1977:01  62.100000000000 2.5400000000000 44.701500000000
 1977:02  62.100000000000 2.5100000000000 45.160500000000
 1977:03  62.000000000000 2.5000000000000 45.441000000000
 1977:04  61.800000000000 2.4900000000000 45.798000000000
 1977:05  62.100000000000 2.4900000000000 46.053000000000
 1977:06  62.200000000000 2.4700000000000 46.359000000000
 1977:07  62.600000000000 2.4600000000000 46.563000000000
 1977:08  63.300000000000 2.4900000000000 46.741500000000
 1977:09  63.700000000000 2.4600000000000 46.920000000000
 1977:10  63.700000000000 2.4400000000000 47.047500000000
 1977:11  64.100000000000 2.3800000000000 47.277000000000
 1977:12  64.500000000000 2.3800000000000 47.455500000000
 1978:01  64.500000000000 2.3700000000000 47.736000000000
 1978:02  65.000000000000 2.3400000000000 48.042000000000
 1978:03  64.800000000000 2.3400000000000 48.399000000000
 1978:04  64.800000000000 2.4100000000000 48.832500000000
 1978:05  65.100000000000 2.4100000000000 49.291500000000
 1978:06  66.100000000000 2.4000000000000 49.801500000000
 1978:07  66.000000000000 2.3600000000000 50.158500000000
 1978:08  66.800000000000 2.3500000000000 50.439000000000
 1978:09  67.000000000000 2.3100000000000 50.821500000000
 1978:10  66.900000000000 2.1700000000000 51.229500000000
 1978:11  67.000000000000 2.2400000000000 51.510000000000
 1978:12  67.000000000000 2.2000000000000 51.739500000000
 1979:01  66.900000000000 2.2000000000000 52.198500000000
 1979:02  67.100000000000 2.1900000000000 52.810500000000
 1979:03  67.300000000000 2.1900000000000 53.320500000000
 1979:04  67.400000000000 2.2200000000000 53.932500000000
 1979:05  67.900000000000 2.2300000000000 54.595500000000
 1979:06  67.900000000000 2.1700000000000 55.233000000000
 1979:07  68.200000000000 2.1400000000000 55.819500000000
 1979:08  68.800000000000 2.1600000000000 56.380500000000
 1979:09  69.300000000000 2.1500000000000 56.967000000000
 1979:10  69.100000000000 2.2000000000000 57.477000000000
 1979:11  69.500000000000 2.1900000000000 58.012500000000
 1979:12  70.600000000000 2.1700000000000 58.624500000000
 1980:01  71.200000000000 2.1600000000000 59.466000000000
 1980:02  71.400000000000 2.2000000000000 60.282000000000
 1980:03  71.500000000000 2.2700000000000 61.149000000000
 1980:04  71.300000000000 2.2700000000000 61.837500000000
 1980:05  71.800000000000 2.1600000000000 62.449500000000
 1980:06  72.400000000000 2.1400000000000 63.138000000000
 1980:07  73.200000000000 2.1500000000000 63.189000000000
 1980:08  73.800000000000 2.1400000000000 63.597000000000
 1980:09  73.600000000000 2.1400000000000 64.183500000000
 1980:10  74.000000000000 2.1300000000000 64.744500000000
 1980:11  75.000000000000 2.1800000000000 65.331000000000
 1980:12  75.600000000000 2.2200000000000 65.892000000000
 1981:01  76.900000000000 2.2400000000000 66.427500000000
 1981:02  77.800000000000 2.2800000000000 67.116000000000
 1981:03  78.400000000000 2.3000000000000 67.600500000000
 1981:04  78.800000000000 2.3400000000000 68.034000000000
 1981:05  79.400000000000 2.3500000000000 68.595000000000
 1981:06  80.000000000000 2.3500000000000 69.181500000000
 1981:07  80.800000000000 2.3700000000000 69.972000000000
 1981:08  81.200000000000 2.3700000000000 70.507500000000
 1981:09  81.300000000000 2.3400000000000 71.221500000000
 1981:10  81.400000000000 2.3000000000000 71.374500000000
 1981:11  81.600000000000 2.2500000000000 71.578500000000
 1981:12  82.000000000000 2.2500000000000 71.782500000000
 1982:01  82.900000000000 2.2700000000000 72.037500000000
 1982:02  83.400000000000 2.3100000000000 72.267000000000
 1982:03  83.600000000000 2.3400000000000 72.190500000000
 1982:04  83.700000000000 2.3200000000000 72.496500000000
 1982:05  84.200000000000 2.2900000000000 73.210500000000
 1982:06  84.500000000000 2.3600000000000 74.103000000000
 1982:07  85.100000000000 2.3500000000000 74.511000000000
 1982:08  85.100000000000 2.3700000000000 74.664000000000
 1982:09  85.200000000000 2.3700000000000 74.791500000000
 1982:10  85.000000000000 2.3800000000000 74.995500000000
 1982:11  86.100000000000 2.3600000000000 74.868000000000
 1982:12  86.500000000000 2.3400000000000 74.562000000000
 1983:01  87.100000000000 2.2900000000000 74.740500000000
 1983:02  86.700000000000 2.2800000000000 74.766000000000
 1983:03  86.900000000000 2.3200000000000 74.817000000000
 1983:04  86.900000000000 2.3100000000000 75.352500000000
 1983:05  87.400000000000 2.3000000000000 75.760500000000
 1983:06  87.600000000000 2.3300000000000 76.015500000000
 1983:07  87.800000000000 2.3500000000000 76.321500000000
 1983:08  88.000000000000 2.3600000000000 76.576500000000
 1983:09  88.300000000000 2.4200000000000 76.959000000000
 1983:10  88.600000000000 2.3500000000000 77.163000000000
 1983:11  88.600000000000 2.3500000000000 77.290500000000
 1983:12  89.200000000000 2.3500000000000 77.392500000000
 1984:01  90.900000000000 2.3400000000000 77.826000000000
 1984:02  92.100000000000 2.3300000000000 78.183000000000
 1984:03  90.700000000000 2.2800000000000 78.361500000000
 1984:04  90.900000000000 2.2900000000000 78.744000000000
 1984:05  91.000000000000 2.3100000000000 78.973500000000
 1984:06  91.000000000000 2.3200000000000 79.228500000000
 1984:07  91.400000000000 2.3400000000000 79.483500000000
 1984:08  91.600000000000 2.3400000000000 79.815000000000
 1984:09  91.400000000000 2.3700000000000 80.197500000000
 1984:10  91.300000000000 2.4200000000000 80.401500000000
 1984:11  90.900000000000 2.4300000000000 80.401500000000
 1984:12  90.700000000000 2.4700000000000 80.452500000000
 1985:01  90.700000000000 2.5300000000000 80.605500000000
 1985:02  91.000000000000 2.6000000000000 80.937000000000
 1985:03  91.300000000000 2.4700000000000 81.294000000000
 1985:04  91.100000000000 2.5100000000000 81.625500000000
 1985:05  91.200000000000 2.5000000000000 81.931500000000
 1985:06  91.500000000000 2.4700000000000 82.186500000000
 1985:07  92.100000000000 2.3100000000000 82.314000000000
 1985:08  92.400000000000 2.4500000000000 82.492500000000
 1985:09  91.800000000000 2.1900000000000 82.747500000000
 1985:10  91.500000000000 2.3500000000000 83.002500000000
 1985:11  91.500000000000 2.3200000000000 83.283000000000
 1985:12  91.700000000000 2.4400000000000 83.487000000000
 1986:01  92.100000000000 2.3900000000000 83.742000000000
 1986:02  92.200000000000 2.4300000000000 83.512500000000
 1986:03  91.900000000000 2.5100000000000 83.130000000000
 1986:04  91.500000000000 2.4900000000000 82.951500000000
 1986:05  92.000000000000 2.7200000000000 83.206500000000
 1986:06  91.800000000000 2.6900000000000 83.614500000000
 1986:07  92.000000000000 2.6400000000000 83.640000000000
 1986:08  91.900000000000 2.5500000000000 83.793000000000
 1986:09  92.200000000000 2.6700000000000 84.201000000000
 1986:10  92.400000000000 2.7300000000000 84.277500000000
 1986:11  92.700000000000 2.5800000000000 84.354000000000
 1986:12  93.000000000000 2.6200000000000 84.430500000000
 1987:01  92.900000000000 2.5800000000000 84.940500000000
 1987:02  92.900000000000 2.5600000000000 85.272000000000
 1987:03  92.400000000000 2.5000000000000 85.654500000000
 1987:04  92.800000000000 2.4800000000000 86.113500000000
 1987:05  93.000000000000 2.4500000000000 86.368500000000
 1987:06  93.200000000000 2.6200000000000 86.725500000000
 1987:07  93.100000000000 2.6300000000000 86.904000000000
 1987:08  93.100000000000 2.5600000000000 87.388500000000
 1987:09  93.300000000000 2.5700000000000 87.822000000000
 1987:10  92.600000000000 2.5600000000000 88.051500000000
 1987:11  92.900000000000 2.5100000000000 88.179000000000
 1987:12  93.400000000000 2.5900000000000 88.153500000000
 1988:01  93.500000000000 2.6600000000000 88.408500000000
 1988:02  93.700000000000 2.6800000000000 88.587000000000
 1988:03  93.700000000000 2.7000000000000 88.995000000000
 1988:04  93.700000000000 2.6000000000000 89.454000000000
 1988:05  93.800000000000 2.6300000000000 89.760000000000
 1988:06  94.700000000000 2.7000000000000 90.142500000000
 1988:07  95.300000000000 2.7100000000000 90.499500000000
 1988:08  95.300000000000 2.7000000000000 90.933000000000
 1988:09  95.600000000000 2.6700000000000 91.519500000000
 1988:10  95.500000000000 2.6400000000000 91.825500000000
 1988:11  95.900000000000 2.6700000000000 91.927500000000
 1988:12  96.600000000000 2.7800000000000 92.029500000000
 1989:01  96.700000000000 2.8000000000000 92.488500000000
 1989:02  96.800000000000 2.7600000000000 92.845500000000
 1989:03  96.800000000000 2.7800000000000 93.381000000000
 1989:04  96.900000000000 2.7200000000000 94.044000000000
 1989:05  97.200000000000 2.7600000000000 94.554000000000
 1989:06  97.200000000000 2.7000000000000 94.783500000000
