 ENTRY         INDCPI          INDEX           USCPI
 1967:10  19.305200000000 10.650000000000 25.755000000000
 1967:11  19.238400000000 10.000000000000 25.831500000000
 1967:12  19.038000000000 10.100000000000 25.908000000000
 1968:01  19.572400000000 10.500000000000 26.010000000000
 1968:02  19.305200000000 10.400000000000 26.086500000000
 1968:03  18.971200000000 10.500000000000 26.214000000000
 1968:04  19.038000000000 10.300000000000 26.290500000000
 1968:05  18.837600000000 10.350000000000 26.367000000000
 1968:06  19.038000000000 10.250000000000 26.520000000000
 1968:07  18.971200000000 10.100000000000 26.647500000000
 1968:08  19.572400000000  9.850000000000 26.724000000000
 1968:09  19.639200000000  9.450000000000 26.800500000000
 1968:10  19.772800000000  9.700000000000 26.953500000000
 1968:11  19.305200000000 10.150000000000 27.055500000000
 1968:12  18.770800000000 10.250000000000 27.132000000000
 1969:01  18.704000000000 10.300000000000 27.208500000000
 1969:02  18.570400000000 10.500000000000 27.310500000000
 1969:03  18.704000000000 10.500000000000 27.540000000000
 1969:04  18.770800000000 10.500000000000 27.718500000000
 1969:05  19.038000000000 10.600000000000 27.795000000000
 1969:06  19.572400000000 10.550000000000 27.973500000000
 1969:07  19.639200000000 10.600000000000 28.101000000000
 1969:08  19.639200000000 11.000000000000 28.228500000000
 1969:09  19.639200000000 11.500000000000 28.356000000000
 1969:10  19.572400000000 11.450000000000 28.458000000000
 1969:11  19.438800000000 10.700000000000 28.611000000000
 1969:12  19.438800000000 11.100000000000 28.789500000000
 1970:01  19.438800000000 11.750000000000 28.891500000000
 1970:02  19.438800000000 11.700000000000 29.044500000000
 1970:03  19.639200000000 12.550000000000 29.197500000000
 1970:04  19.906400000000 12.500000000000 29.376000000000
 1970:05  20.106800000000 12.950000000000 29.503500000000
 1970:06  20.307200000000 13.150000000000 29.656500000000
 1970:07  20.440800000000 12.850000000000 29.758500000000
 1970:08  20.574400000000 13.100000000000 29.809500000000
 1970:09  20.641200000000 12.500000000000 29.962500000000
 1970:10  20.774800000000 12.150000000000 30.115500000000
 1970:11  20.774800000000 12.600000000000 30.217500000000
 1970:12  20.440800000000 13.050000000000 30.370500000000
 1971:01  20.240400000000 13.000000000000 30.396000000000
 1971:02  20.240400000000 12.600000000000 30.447000000000
 1971:03  20.240400000000 12.750000000000 30.549000000000
 1971:04  20.240400000000 12.400000000000 30.651000000000
 1971:05  20.240400000000 13.750000000000 30.804000000000
 1971:06  20.574400000000 13.500000000000 30.982500000000
 1971:07  20.908400000000 13.000000000000 31.059000000000
 1971:08  21.309200000000 12.500000000000 31.135500000000
 1971:09  21.509600000000 12.150000000000 31.161000000000
 1971:10  21.509600000000 11.750000000000 31.212000000000
 1971:11  21.643200000000 12.150000000000 31.263000000000
 1971:12  21.442800000000 14.100000000000 31.390500000000
 1972:01  21.309200000000 11.400000000000 31.416000000000
 1972:02  21.175600000000 11.050000000000 31.569000000000
 1972:03  21.309200000000 11.000000000000 31.620000000000
 1972:04  21.442800000000 11.350000000000 31.696500000000
 1972:05  21.509600000000 11.200000000000 31.798500000000
 1972:06  22.110800000000 11.150000000000 31.875000000000
 1972:07  22.511600000000 10.500000000000 32.002500000000
 1972:08  22.712000000000  9.850000000000 32.053500000000
 1972:09  22.845600000000  9.950000000000 32.181000000000
 1972:10  22.979200000000 10.000000000000 32.283000000000
 1972:11  23.046000000000 10.350000000000 32.359500000000
 1972:12  23.046000000000 10.400000000000 32.461500000000
 1973:01  23.046000000000 10.400000000000 32.563500000000
 1973:02  23.380000000000  9.750000000000 32.793000000000
 1973:03  23.714000000000  9.050000000000 33.099000000000
 1973:04  24.248400000000  9.100000000000 33.328500000000
 1973:05  25.050000000000  9.050000000000 33.532500000000
 1973:06  25.584400000000  9.050000000000 33.762000000000
 1973:07  26.720000000000  8.750000000000 33.838500000000
 1973:08  27.120800000000  8.950000000000 34.450500000000
 1973:09  27.254400000000  8.850000000000 34.552500000000
 1973:10  27.922400000000  9.100000000000 34.833000000000
 1973:11  28.456800000000  9.150000000000 35.088000000000
 1973:12  28.590400000000  9.750000000000 35.317500000000
 1974:01  28.991200000000 10.200000000000 35.623500000000
 1974:02  29.325200000000  9.650000000000 36.082500000000
 1974:03  30.193600000000  8.650000000000 36.490500000000
 1974:04  31.062000000000  8.800000000000 36.694500000000
 1974:05  32.331200000000  8.600000000000 37.102500000000
 1974:06  33.066000000000  9.050000000000 37.459500000000
 1974:07  34.201600000000 10.000000000000 37.740000000000
 1974:08  35.270400000000 10.000000000000 38.224500000000
 1974:09  36.673200000000  9.900000000000 38.683500000000
 1974:10  36.806800000000  9.200000000000 39.015000000000
 1974:11  36.339200000000  8.950000000000 39.346500000000
 1974:12  35.804800000000  8.700000000000 39.627000000000
 1975:01  35.804800000000  8.500000000000 39.805500000000
 1975:02  35.738000000000  8.800000000000 40.086000000000
 1975:03  35.270400000000  8.700000000000 40.239000000000
 1975:04  35.470800000000  9.200000000000 40.443000000000
 1975:05  35.938400000000 10.500000000000 40.621500000000
 1975:06  36.005200000000 11.600000000000 40.953000000000
 1975:07  35.604400000000 10.650000000000 41.386500000000
 1975:08  35.270400000000  9.800000000000 41.514000000000
 1975:09  35.070000000000  9.000000000000 41.718000000000
 1975:10  34.736000000000  9.400000000000 41.973000000000
 1975:11  34.602400000000  9.750000000000 42.228000000000
 1975:12  33.600400000000  9.750000000000 42.406500000000
 1976:01  32.732000000000 10.050000000000 42.508500000000
 1976:02  31.863600000000  9.850000000000 42.610500000000
 1976:03  31.396000000000 10.550000000000 42.712500000000
 1976:04  31.730000000000 10.450000000000 42.891000000000
 1976:05  31.863600000000 10.300000000000 43.146000000000
 1976:06  31.997200000000 10.300000000000 43.375500000000
 1976:07  32.598400000000 10.550000000000 43.630500000000
 1976:08  32.732000000000 10.650000000000 43.834500000000
 1976:09  33.199600000000 10.700000000000 44.013000000000
 1976:10  33.400000000000 10.850000000000 44.191500000000
 1976:11  33.600400000000 10.250000000000 44.319000000000
 1976:12  33.600400000000 10.100000000000 44.446500000000
 1977:01  33.734000000000 10.450000000000 44.701500000000
 1977:02  34.068000000000 10.000000000000 45.160500000000
 1977:03  34.268400000000 10.400000000000 45.441000000000
 1977:04  34.402000000000  9.750000000000 45.798000000000
 1977:05  34.936400000000 10.000000000000 46.053000000000
 1977:06  35.136800000000  9.950000000000 46.359000000000
 1977:07  35.738000000000  9.850000000000 46.563000000000
 1977:08  35.938400000000  9.750000000000 46.741500000000
 1977:09  36.339200000000  9.750000000000 46.920000000000
 1977:10  36.272400000000  9.650000000000 47.047500000000
 1977:11  36.272400000000  9.700000000000 47.277000000000
 1977:12  36.272400000000  9.600000000000 47.455500000000
 1978:01  35.738000000000  9.600000000000 47.736000000000
 1978:02  35.136800000000  9.250000000000 48.042000000000
 1978:03  35.270400000000  9.350000000000 48.399000000000
 1978:04  35.404000000000  9.300000000000 48.832500000000
 1978:05  35.470800000000  9.600000000000 49.291500000000
 1978:06  35.938400000000  9.900000000000 49.801500000000
 1978:07  36.272400000000 10.100000000000 50.158500000000
 1978:08  36.339200000000 10.200000000000 50.439000000000
 1978:09  36.940400000000 10.100000000000 50.821500000000
 1978:10  37.341200000000  9.500000000000 51.229500000000
 1978:11  37.341200000000  9.650000000000 51.510000000000
 1978:12  36.806800000000  9.650000000000 51.739500000000
 1979:01  36.472800000000  9.850000000000 52.198500000000
 1979:02  36.138800000000  9.550000000000 52.810500000000
 1979:03  36.472800000000  9.700000000000 53.320500000000
 1979:04  37.007200000000 10.050000000000 53.932500000000
 1979:05  37.274400000000  9.650000000000 54.595500000000
 1979:06  37.875600000000 10.150000000000 55.233000000000
 1979:07  38.810800000000 10.300000000000 55.819500000000
 1979:08  39.545600000000  9.750000000000 56.380500000000
 1979:09  39.879600000000 10.450000000000 56.967000000000
 1979:10  40.080000000000  9.450000000000 57.477000000000
 1979:11  40.414000000000  9.300000000000 58.012500000000
 1979:12  41.082000000000  9.100000000000 58.624500000000
 1980:01  40.748000000000  8.850000000000 59.466000000000
 1980:02  40.547600000000  8.900000000000 60.282000000000
 1980:03  40.948400000000  9.000000000000 61.149000000000
 1980:04  41.215600000000  8.850000000000 61.837500000000
 1980:05  41.950400000000  8.750000000000 62.449500000000
 1980:06  42.418000000000  8.750000000000 63.138000000000
 1980:07  43.286400000000  8.550000000000 63.189000000000
 1980:08  43.620400000000  8.600000000000 63.597000000000
 1980:09  44.154800000000  8.600000000000 64.183500000000
 1980:10  44.622400000000  8.250000000000 64.744500000000
 1980:11  45.156800000000  8.200000000000 65.331000000000
 1980:12  44.822800000000  8.350000000000 65.892000000000
 1981:01  45.156800000000  8.550000000000 66.427500000000
 1981:02  45.958400000000  8.750000000000 67.116000000000
 1981:03  46.158800000000  9.100000000000 67.600500000000
 1981:04  46.893600000000  9.250000000000 68.034000000000
 1981:05  47.561600000000  9.650000000000 68.595000000000
 1981:06  48.229600000000 10.300000000000 69.181500000000
 1981:07  49.098000000000 10.500000000000 69.972000000000
 1981:08  49.899600000000 10.550000000000 70.507500000000
 1981:09  50.100000000000 10.850000000000 71.221500000000
 1981:10  50.567600000000 10.500000000000 71.374500000000
 1981:11  50.768000000000 11.250000000000 71.578500000000
 1981:12  50.567600000000  9.900000000000 71.782500000000
 1982:01  50.434000000000 11.000000000000 72.037500000000
 1982:02  50.300400000000 11.500000000000 72.267000000000
 1982:03  50.233600000000 12.400000000000 72.190500000000
 1982:04  50.434000000000 12.500000000000 72.496500000000
 1982:05  50.768000000000 12.600000000000 73.210500000000
 1982:06  51.636400000000 12.650000000000 74.103000000000
 1982:07  52.504800000000 12.350000000000 74.511000000000
 1982:08  53.640400000000 12.300000000000 74.664000000000
 1982:09  53.707200000000 11.600000000000 74.791500000000
 1982:10  53.974400000000 11.950000000000 74.995500000000
 1982:11  54.508800000000 11.150000000000 74.868000000000
 1982:12  54.575600000000 10.900000000000 74.562000000000
 1983:01  54.375200000000 10.800000000000 74.740500000000
 1983:02  54.909600000000 10.800000000000 74.766000000000
 1983:03  55.176800000000 10.850000000000 74.817000000000
 1983:04  55.844800000000 11.050000000000 75.352500000000
 1983:05  57.247600000000 11.850000000000 75.760500000000
 1983:06  58.583600000000 11.600000000000 76.015500000000
 1983:07  59.452000000000 11.800000000000 76.321500000000
 1983:08  60.320400000000 11.850000000000 76.576500000000
 1983:09  60.854800000000 13.000000000000 76.959000000000
 1983:10  61.322400000000 12.900000000000 77.163000000000
 1983:11  61.656400000000 13.000000000000 77.290500000000
 1983:12  61.389200000000 13.400000000000 77.392500000000
 1984:01  61.856800000000 13.450000000000 77.826000000000
 1984:02  61.656400000000 13.000000000000 78.183000000000
 1984:03  61.322400000000 13.100000000000 78.361500000000
 1984:04  61.389200000000 13.500000000000 78.744000000000
 1984:05  61.723200000000 14.400000000000 78.973500000000
 1984:06  63.059200000000 14.200000000000 79.228500000000
 1984:07  64.261600000000 13.500000000000 79.483500000000
 1984:08  64.395200000000 15.200000000000 79.815000000000
 1984:09  64.729200000000 14.750000000000 80.197500000000
 1984:10  65.063200000000 14.150000000000 80.401500000000
 1984:11  65.397200000000 15.170000000000 80.401500000000
 1984:12  64.595600000000 14.450000000000 80.452500000000
 1985:01  64.595600000000 15.000000000000 80.605500000000
 1985:02  64.261600000000 15.000000000000 80.937000000000
 1985:03  64.395200000000 14.350000000000 81.294000000000
 1985:04  65.263600000000 15.850000000000 81.625500000000
 1985:05  65.931600000000 15.650000000000 81.931500000000
 1985:06  66.599600000000 14.950000000000 82.186500000000
 1985:07  67.601600000000 14.450000000000 82.314000000000
 1985:08  67.868800000000 14.550000000000 82.492500000000
 1985:09  68.002400000000 13.300000000000 82.747500000000
 1985:10  68.670400000000 13.150000000000 83.002500000000
 1985:11  69.204800000000 13.050000000000 83.283000000000
 1985:12  69.204800000000 13.850000000000 83.487000000000
 1986:01  69.138000000000 14.000000000000 83.742000000000
 1986:02  69.538800000000 13.350000000000 83.512500000000
 1986:03  70.073200000000 13.900000000000 83.130000000000
 1986:04  70.674400000000 13.000000000000 82.951500000000
 1986:05  71.542800000000 14.050000000000 83.206500000000
 1986:06  72.277600000000 13.450000000000 83.614500000000
 1986:07  73.413200000000 13.700000000000 83.640000000000
 1986:08  73.814000000000 13.400000000000 83.793000000000
 1986:09  74.281600000000 14.400000000000 84.201000000000
 1986:10  75.283600000000 14.450000000000 84.277500000000
 1986:11  76.018400000000 14.150000000000 84.354000000000
 1986:12  75.617600000000 14.150000000000 84.430500000000
 1987:01  75.617600000000 14.000000000000 84.940500000000
 1987:02  75.350400000000 13.850000000000 85.272000000000
 1987:03  75.350400000000 15.550000000000 85.654500000000
 1987:04  75.951600000000 15.000000000000 86.113500000000
 1987:05  77.220800000000 15.700000000000 86.368500000000
 1987:06  78.556800000000 16.550000000000 86.725500000000
 1987:07  79.558800000000 15.800000000000 86.904000000000
 1987:08  80.894800000000 15.500000000000 87.388500000000
 1987:09  81.830000000000 15.550000000000 87.822000000000
 1987:10  82.431200000000 14.750000000000 88.051500000000
 1987:11  82.965600000000 14.650000000000 88.179000000000
 1987:12  82.631600000000 14.550000000000 88.153500000000
 1988:01  82.698400000000 15.400000000000 88.408500000000
 1988:02  82.297600000000 16.500000000000 88.587000000000
 1988:03  82.698400000000 16.700000000000 88.995000000000
 1988:04  83.834000000000 17.000000000000 89.454000000000
 1988:05  84.702400000000 18.250000000000 89.760000000000
 1988:06  85.904800000000 18.500000000000 90.142500000000
 1988:07  87.374400000000 18.500000000000 90.499500000000
 1988:08  87.908800000000 18.200000000000 90.933000000000
 1988:09  88.576800000000 17.950000000000 91.519500000000
 1988:10  90.447200000000 17.500000000000 91.825500000000
 1988:11  90.981600000000 17.500000000000 91.927500000000
 1988:12  89.846000000000 17.000000000000 92.029500000000
 1989:01  88.576800000000 16.800000000000 92.488500000000
 1989:02  88.576800000000 16.400000000000 92.845500000000
 1989:03  89.111200000000 17.450000000000 93.381000000000
 1989:04  89.645600000000 17.650000000000 94.044000000000
 1989:05  90.714400000000 19.150000000000 94.554000000000
 1989:06  91.248800000000 19.500000000000 94.783500000000
