 ENTRY         PHLCPI            PHLEX          USCPI
 1966:07   5.687411940000  3.990000000000 24.837000000000
 1966:08   5.687411940000  3.970000000000 24.964500000000
 1966:09   5.934690720000  3.990000000000 25.015500000000
 1966:10   5.893477590000  3.990000000000 25.117500000000
 1966:11   5.893477590000  3.990000000000 25.117500000000
 1966:12   5.934690720000  3.970000000000 25.143000000000
 1967:01   5.975903850000  3.960000000000 25.143000000000
 1967:02   6.058330110000  3.950000000000 25.168500000000
 1967:03   5.852264460000  3.960000000000 25.219500000000
 1967:04   5.687411940000  3.970000000000 25.270500000000
 1967:05   5.728625070000  3.970000000000 25.347000000000
 1967:06   5.852264460000  3.970000000000 25.423500000000
 1967:07   5.934690720000  4.300000000000 25.551000000000
 1967:08   6.017116980000  4.270000000000 25.627500000000
 1967:09   6.140756370000  4.100000000000 25.678500000000
 1967:10   6.223182630000  4.250000000000 25.755000000000
 1967:11   6.346822020000  4.300000000000 25.831500000000
 1967:12   6.346822020000  4.200000000000 25.908000000000
 1968:01   6.099543240000  4.120000000000 26.010000000000
 1968:02   5.975903850000  4.130000000000 26.086500000000
 1968:03   6.017116980000  4.150000000000 26.214000000000
 1968:04   5.028001860000  4.250000000000 26.290500000000
 1968:05   5.028001860000  4.230000000000 26.367000000000
 1968:06   5.110428120000  4.250000000000 26.520000000000
 1968:07   5.110428120000  4.150000000000 26.647500000000
 1968:08   5.151641250000  4.100000000000 26.724000000000
 1968:09   5.275280640000  4.080000000000 26.800500000000
 1968:10   5.275280640000  4.130000000000 26.953500000000
 1968:11   5.234067510000  4.500000000000 27.055500000000
 1968:12   5.192854380000  5.000000000000 27.132000000000
 1969:01   5.110428120000  4.550000000000 27.208500000000
 1969:02   5.069214990000  4.540000000000 27.310500000000
 1969:03   5.069214990000  4.740000000000 27.540000000000
 1969:04   5.069214990000  4.900000000000 27.718500000000
 1969:05   5.110428120000  4.500000000000 27.795000000000
 1969:06   5.151641250000  4.570000000000 27.973500000000
 1969:07   5.192854380000  4.540000000000 28.101000000000
 1969:08   5.357706900000  5.100000000000 28.228500000000
 1969:09   5.357706900000  5.250000000000 28.356000000000
 1969:10   5.357706900000  5.050000000000 28.458000000000
 1969:11   5.398920030000  5.650000000000 28.611000000000
 1969:12   5.522559420000  6.000000000000 28.789500000000
 1970:01   5.563772550000  6.200000000000 28.891500000000
 1970:02   5.522559420000  6.500000000000 29.044500000000
 1970:03   5.728625070000  6.750000000000 29.197500000000
 1970:04   5.934690720000  6.850000000000 29.376000000000
 1970:05   5.996510415000  6.550000000000 29.503500000000
 1970:06   6.025359606000  6.510000000000 29.656500000000
 1970:07   6.227303943000  6.550000000000 29.758500000000
 1970:08   6.301487577000  6.600000000000 29.809500000000
 1970:09   6.338579394000  6.750000000000 29.962500000000
 1970:10   6.738346755000  7.000000000000 30.115500000000
 1970:11   6.738346755000  6.900000000000 30.217500000000
 1970:12   6.709497564000  7.100000000000 30.370500000000
 1971:01   6.927927153000  7.050000000000 30.396000000000
 1971:02   6.890835336000  7.100000000000 30.447000000000
 1971:03   6.800166450000  7.000000000000 30.549000000000
 1971:04   6.853743519000  7.150000000000 30.651000000000
 1971:05   6.886714023000  7.150000000000 30.804000000000
 1971:06   7.039202604000  7.000000000000 30.982500000000
 1971:07   7.397756835000  7.000000000000 31.059000000000
 1971:08   7.574973294000  6.950000000000 31.135500000000
 1971:09   7.669763493000  6.900000000000 31.161000000000
 1971:10   7.851101265000  6.950000000000 31.212000000000
 1971:11   7.842858639000  6.930000000000 31.263000000000
 1971:12   7.842858639000  6.880000000000 31.390500000000
 1972:01   9.100000000000  6.780000000000 31.416000000000
 1972:02   9.100000000000  6.880000000000 31.569000000000
 1972:03   9.100000000000  6.950000000000 31.620000000000
 1972:04   9.000000000000  7.150000000000 31.696500000000
 1972:05   8.900000000000  7.120000000000 31.798500000000
 1972:06   8.900000000000  7.180000000000 31.875000000000
 1972:07   9.100000000000  7.110000000000 32.002500000000
 1972:08   9.400000000000  6.700000000000 32.053500000000
 1972:09   9.400000000000  7.210000000000 32.181000000000
 1972:10   9.100000000000  7.050000000000 32.283000000000
 1972:11   8.900000000000  6.920000000000 32.359500000000
 1972:12   8.800000000000  7.350000000000 32.461500000000
 1973:01   9.300000000000  7.350000000000 32.563500000000
 1973:02   9.400000000000  7.220000000000 32.793000000000
 1973:03   9.600000000000  7.190000000000 33.099000000000
 1973:04   9.800000000000  7.190000000000 33.328500000000
 1973:05  10.000000000000  7.670000000000 33.532500000000
 1973:06  10.300000000000  7.420000000000 33.762000000000
 1973:07  10.700000000000  7.390000000000 33.838500000000
 1973:08  11.100000000000  7.340000000000 34.450500000000
 1973:09  11.500000000000  6.900000000000 34.552500000000
 1973:10  11.400000000000  6.870000000000 34.833000000000
 1973:11  11.700000000000  7.000000000000 35.088000000000
 1973:12  11.900000000000  6.850000000000 35.317500000000
 1974:01  12.800000000000  6.950000000000 35.623500000000
 1974:02  13.100000000000  6.920000000000 36.082500000000
 1974:03  13.300000000000  7.060000000000 36.490500000000
 1974:04  13.500000000000  6.930000000000 36.694500000000
 1974:05  13.800000000000  6.990000000000 37.102500000000
 1974:06  14.100000000000  7.080000000000 37.459500000000
 1974:07  14.600000000000  7.020000000000 37.740000000000
 1974:08  14.800000000000  7.220000000000 38.224500000000
 1974:09  14.800000000000  7.300000000000 38.683500000000
 1974:10  14.900000000000  7.390000000000 39.015000000000
 1974:11  15.000000000000  7.350000000000 39.346500000000
 1974:12  15.100000000000  7.450000000000 39.627000000000
 1975:01  15.000000000000  7.410000000000 39.805500000000
 1975:02  14.900000000000  7.100000000000 40.086000000000
 1975:03  14.900000000000  7.430000000000 40.239000000000
 1975:04  14.900000000000  7.440000000000 40.443000000000
 1975:05  15.000000000000  7.400000000000 40.621500000000
 1975:06  15.000000000000  7.540000000000 40.953000000000
 1975:07  15.100000000000  8.020000000000 41.386500000000
 1975:08  15.200000000000  7.980000000000 41.514000000000
 1975:09  15.300000000000  0.700000000000 41.718000000000
 1975:10  15.300000000000  8.570000000000 41.973000000000
 1975:11  15.400000000000  8.650000000000 42.228000000000
 1975:12  15.400000000000  8.500000000000 42.406500000000
 1976:01  15.800000000000  8.510000000000 42.508500000000
 1976:02  15.900000000000  8.160000000000 42.610500000000
 1976:03  16.100000000000  7.500000000000 42.712500000000
 1976:04  16.200000000000  7.790000000000 42.891000000000
 1976:05  16.300000000000  7.750000000000 43.146000000000
 1976:06  16.500000000000  7.600000000000 43.375500000000
 1976:07  16.700000000000  7.450000000000 43.630500000000
 1976:08  16.800000000000  8.050000000000 43.834500000000
 1976:09  16.800000000000  7.970000000000 44.013000000000
 1976:10  16.900000000000  8.000000000000 44.191500000000
 1976:11  17.000000000000  7.980000000000 44.319000000000
 1976:12  17.200000000000  8.100000000000 44.446500000000
 1977:01  17.300000000000  8.370000000000 44.701500000000
 1977:02  17.400000000000  7.930000000000 45.160500000000
 1977:03  17.600000000000  7.980000000000 45.441000000000
 1977:04  17.700000000000  7.670000000000 45.798000000000
 1977:05  17.800000000000  7.760000000000 46.053000000000
 1977:06  18.000000000000  7.840000000000 46.359000000000
 1977:07  18.300000000000  7.770000000000 46.563000000000
 1977:08  18.500000000000  7.860000000000 46.741500000000
 1977:09  18.600000000000  7.800000000000 46.920000000000
 1977:10  18.700000000000  7.500000000000 47.047500000000
 1977:11  18.800000000000  7.560000000000 47.277000000000
 1977:12  18.900000000000  7.570000000000 47.455500000000
 1978:01  19.100000000000  7.650000000000 47.736000000000
 1978:02  19.100000000000  7.630000000000 48.042000000000
 1978:03  19.000000000000  7.820000000000 48.399000000000
 1978:04  19.100000000000  7.950000000000 48.832500000000
 1978:05  19.100000000000  7.880000000000 49.291500000000
 1978:06  19.200000000000  7.860000000000 49.801500000000
 1978:07  19.500000000000  7.730000000000 50.158500000000
 1978:08  19.600000000000  7.880000000000 50.439000000000
 1978:09  19.700000000000  7.830000000000 50.821500000000
 1978:10  19.900000000000  7.850000000000 51.229500000000
 1978:11  20.100000000000  8.100000000000 51.510000000000
 1978:12  20.200000000000  8.100000000000 51.739500000000
 1979:01  20.800000000000  8.140000000000 52.198500000000
 1979:02  20.900000000000  8.020000000000 52.810500000000
 1979:03  21.200000000000  8.230000000000 53.320500000000
 1979:04  21.900000000000  8.050000000000 53.932500000000
 1979:05  22.400000000000  7.800000000000 54.595500000000
 1979:06  22.800000000000  7.920000000000 55.233000000000
 1979:07  23.300000000000  7.980000000000 55.819500000000
 1979:08  23.600000000000  7.740000000000 56.380500000000
 1979:09  23.900000000000  7.780000000000 56.967000000000
 1979:10  24.200000000000  7.870000000000 57.477000000000
 1979:11  24.500000000000  8.160000000000 58.012500000000
 1979:12  24.900000000000  7.900000000000 58.624500000000
 1980:01  25.300000000000  7.970000000000 59.466000000000
 1980:02  25.600000000000  7.950000000000 60.282000000000
 1980:03  26.000000000000  8.400000000000 61.149000000000
 1980:04  26.300000000000  8.250000000000 61.837500000000
 1980:05  26.600000000000  8.170000000000 62.449500000000
 1980:06  26.800000000000  8.120000000000 63.138000000000
 1980:07  27.200000000000  8.050000000000 63.189000000000
 1980:08  27.500000000000  7.830000000000 63.597000000000
 1980:09  27.800000000000  8.050000000000 64.183500000000
 1980:10  28.100000000000  7.840000000000 64.744500000000
 1980:11  28.500000000000  7.940000000000 65.331000000000
 1980:12  28.800000000000  7.850000000000 65.892000000000
 1981:01  29.400000000000  7.900000000000 66.427500000000
 1981:02  29.700000000000  8.060000000000 67.116000000000
 1981:03  29.700000000000  7.950000000000 67.600500000000
 1981:04  29.900000000000  8.000000000000 68.034000000000
 1981:05  30.100000000000  8.130000000000 68.595000000000
 1981:06  30.400000000000  8.350000000000 69.181500000000
 1981:07  30.900000000000  8.430000000000 69.972000000000
 1981:08  31.000000000000  8.400000000000 70.507500000000
 1981:09  31.200000000000  8.750000000000 71.221500000000
 1981:10  31.300000000000  8.250000000000 71.374500000000
 1981:11  31.600000000000  8.650000000000 71.578500000000
 1981:12  31.900000000000  8.700000000000 71.782500000000
 1982:01  32.600000000000  8.500000000000 72.037500000000
 1982:02  32.800000000000  8.450000000000 72.267000000000
 1982:03  32.900000000000  8.450000000000 72.190500000000
 1982:04  33.200000000000  8.750000000000 72.496500000000
 1982:05  33.300000000000  8.750000000000 73.210500000000
 1982:06  33.400000000000  8.850000000000 74.103000000000
 1982:07  34.100000000000  8.950000000000 74.511000000000
 1982:08  34.300000000000  9.450000000000 74.664000000000
 1982:09  34.400000000000  9.450000000000 74.791500000000
 1982:10  34.500000000000  9.700000000000 74.995500000000
 1982:11  34.600000000000  9.800000000000 74.868000000000
 1982:12  34.600000000000  9.850000000000 74.562000000000
 1983:01  34.800000000000  9.950000000000 74.740500000000
 1983:02  35.000000000000 10.250000000000 74.766000000000
 1983:03  35.000000000000 10.750000000000 74.817000000000
 1983:04  35.200000000000 10.900000000000 75.352500000000
 1983:05  35.500000000000 11.650000000000 75.760500000000
 1983:06  35.900000000000 12.200000000000 76.015500000000
 1983:07  36.800000000000 12.000000000000 76.321500000000
 1983:08  37.400000000000 13.500000000000 76.576500000000
 1983:09  37.600000000000 15.000000000000 76.959000000000
 1983:10  38.000000000000 24.000000000000 77.163000000000
 1983:11  40.300000000000 20.000000000000 77.290500000000
 1983:12  43.600000000000 21.000000000000 77.392500000000
 1984:01  46.400000000000 21.000000000000 77.826000000000
 1984:02  47.800000000000 18.000000000000 78.183000000000
 1984:03  48.800000000000 17.000000000000 78.361500000000
 1984:04  49.600000000000 19.000000000000 78.744000000000
 1984:05  50.400000000000 19.500000000000 78.973500000000
 1984:06  53.600000000000 22.250000000000 79.228500000000
 1984:07  58.400000000000 19.550000000000 79.483500000000
 1984:08  60.000000000000 21.000000000000 79.815000000000
 1984:09  61.500000000000 21.000000000000 80.197500000000
 1984:10  62.300000000000 19.500000000000 80.401500000000
 1984:11  64.800000000000 19.550000000000 80.401500000000
 1984:12  65.700000000000 20.000000000000 80.452500000000
 1985:01  67.400000000000 18.700000000000 80.605500000000
 1985:02  68.000000000000 19.930000000000 80.937000000000
 1985:03  68.300000000000 16.900000000000 81.294000000000
 1985:04  67.900000000000 18.850000000000 81.625500000000
 1985:05  68.000000000000 18.800000000000 81.931500000000
 1985:06  68.400000000000 18.500000000000 82.186500000000
 1985:07  69.300000000000 18.700000000000 82.314000000000
 1985:08  69.500000000000 18.600000000000 82.492500000000
 1985:09  69.300000000000 18.750000000000 82.747500000000
 1985:10  69.000000000000 18.800000000000 83.002500000000
 1985:11  69.200000000000 18.800000000000 83.283000000000
 1985:12  69.500000000000 20.300000000000 83.487000000000
 1986:01  70.000000000000 20.400000000000 83.742000000000
 1986:02  70.500000000000 22.700000000000 83.512500000000
 1986:03  70.600000000000 21.000000000000 83.130000000000
 1986:04  69.400000000000 20.750000000000 82.951500000000
 1986:05  68.900000000000 20.800000000000 83.206500000000
 1986:06  68.400000000000 20.900000000000 83.614500000000
 1986:07  68.400000000000 20.850000000000 83.640000000000
 1986:08  68.400000000000 20.950000000000 83.793000000000
 1986:09  68.500000000000 21.000000000000 84.201000000000
 1986:10  68.700000000000 20.550000000000 84.277500000000
 1986:11  69.000000000000 20.500000000000 84.354000000000
 1986:12  69.200000000000 21.000000000000 84.430500000000
 1987:01  69.700000000000 22.000000000000 84.940500000000
 1987:02  70.100000000000 23.500000000000 85.272000000000
 1987:03  70.100000000000 24.000000000000 85.654500000000
 1987:04  70.000000000000 22.000000000000 86.113500000000
 1987:05  70.700000000000 22.500000000000 86.368500000000
 1987:06  71.600000000000 24.000000000000 86.725500000000
 1987:07  72.300000000000 23.750000000000 86.904000000000
 1987:08  72.600000000000 21.750000000000 87.388500000000
 1987:09  73.200000000000 22.000000000000 87.822000000000
 1987:10  73.200000000000 24.000000000000 88.051500000000
 1987:11  73.600000000000 22.000000000000 88.179000000000
 1987:12  74.400000000000 22.500000000000 88.153500000000
 1988:01  75.600000000000 22.500000000000 88.408500000000
 1988:02  76.200000000000 22.000000000000 88.587000000000
 1988:03  76.700000000000 21.750000000000 88.995000000000
 1988:04  76.800000000000 22.000000000000 89.454000000000
 1988:05  77.200000000000 22.500000000000 89.760000000000
 1988:06  78.000000000000 23.150000000000 90.142500000000
 1988:07  78.500000000000 22.750000000000 90.499500000000
 1988:08  78.800000000000 23.000000000000 90.933000000000
 1988:09  78.800000000000 22.900000000000 91.519500000000
 1988:10  78.900000000000 22.750000000000 91.825500000000
 1988:11  80.300000000000 22.500000000000 91.927500000000
 1988:12  81.100000000000 22.000000000000 92.029500000000
 1989:01  83.000000000000 22.750000000000 92.488500000000
 1989:02  83.500000000000 22.500000000000 92.845500000000
 1989:03  83.500000000000 22.050000000000 93.381000000000
 1989:04  84.300000000000 22.500000000000 94.044000000000
 1989:05  85.200000000000 23.000000000000 94.554000000000
 1989:06  86.700000000000 22.500000000000 94.783500000000
